         669
  1.482642708441045E-005  1.463868771216759E-005
  1.494898711243816E-005  1.475678172108218E-005
  1.504015218729419E-005  1.487207188356258E-005
  1.510383803667080E-005  1.498197069165224E-005
  1.515572521538718E-005  1.508809971220047E-005
  1.521647840176380E-005  1.519427367884867E-005
  1.530285073653851E-005  1.531066300231032E-005
  1.541953682572753E-005  1.542204426115894E-005
  1.555514552784440E-005  1.552316417841088E-005
  1.568432904385129E-005  1.560199448486351E-005
  1.577550922802361E-005  1.564321085489865E-005
  1.580106938978475E-005  1.563327273261461E-005
  1.574573084593317E-005  1.556380115544828E-005
  1.560998735331712E-005  1.543381606867892E-005
  1.540810394612033E-005  1.525068456162053E-005
  1.516250246088015E-005  1.502960220346792E-005
  1.489833482551632E-005  1.479179849382777E-005
  1.464189368321931E-005  1.456180508161819E-005
  1.442156771434224E-005  1.436431318260918E-005
  1.426611426441997E-005  1.422014258545422E-005
  1.419792737436744E-005  1.414340385963442E-005
  1.422448452308724E-005  1.414474815238038E-005
  1.433363356082318E-005  1.421597342389327E-005
  1.449655940956356E-005  1.433568309475355E-005
  1.467766593249321E-005  1.448420604008710E-005
  1.484639649733274E-005  1.464134865892069E-005
  1.498499662872438E-005  1.478930789370284E-005
  1.508887286190489E-005  1.491448734472773E-005
  1.516066982829319E-005  1.500808563849359E-005
  1.520287469013137E-005  1.506613284604255E-005
  1.516218458197695E-005  1.505644088914256E-005
  1.507238019887686E-005  1.497374762431441E-005
  1.495510666750144E-005  1.487174287818444E-005
  1.482736427412127E-005  1.476010064101107E-005
  1.470696796917975E-005  1.464993258972104E-005
  1.460784924424059E-005  1.455165661832780E-005
  1.453832007218711E-005  1.447329313281908E-005
  1.630595135620799E-005  1.626084665702227E-005
  1.627817401780566E-005  1.622853739413298E-005
  1.621451616009927E-005  1.614711436559446E-005
  1.611190509908650E-005  1.601667944420380E-005
  1.596751909325455E-005  1.585523258827787E-005
  1.578524015539999E-005  1.567166492550548E-005
  1.558042463507052E-005  1.548183765362356E-005
  1.537911012314212E-005  1.530338524588261E-005
  1.521106889216285E-005  1.515326205635888E-005
  1.510006906427348E-005  1.504441433248449E-005
  1.505639064322467E-005  1.498371083290267E-005
  1.613880288667214E-005  1.608255015685056E-005
  1.604565863307049E-005  1.600313980053681E-005
  1.594452743513440E-005  1.591726243502701E-005
  1.584785314946348E-005  1.583291142743900E-005
  1.576683781412272E-005  1.575710070487769E-005
  1.570856983559235E-005  1.569420501839713E-005
  1.567418455214971E-005  1.564495271693845E-005
  1.565846564647288E-005  1.560411874379497E-005
  1.565081433160502E-005  1.556745730401432E-005
  1.563744088597655E-005  1.552420380597015E-005
  1.560467752036052E-005  1.546662101863626E-005
  1.554297090355561E-005  1.539064026273487E-005
  1.545039416759923E-005  1.529703347650120E-005
  1.533414298893371E-005  1.519189752686395E-005
  1.520917411683778E-005  1.508580106264531E-005
  1.509463215183586E-005  1.499181640231571E-005
  1.500966729794851E-005  1.492302771098330E-005
  1.496968172934698E-005  1.488978158322406E-005
  1.498287768541507E-005  1.489769126156802E-005
  1.504741812093027E-005  1.494681956934652E-005
  1.515112877761936E-005  1.503209023739590E-005
  1.527531458904666E-005  1.514481445789597E-005
  1.540162407961915E-005  1.527481803944357E-005
  1.551856423862358E-005  1.541262560122368E-005
  1.562401030529629E-005  1.555062798276845E-005
  1.572234378773332E-005  1.568340151424618E-005
  1.581839226899782E-005  1.580706745567526E-005
  1.591234032063445E-005  1.591804494168155E-005
  1.599858299412373E-005  1.601462281541899E-005
  1.606830462077999E-005  1.608730095124136E-005
  1.611320972050745E-005  1.613170292816453E-005
  1.612798974224657E-005  1.614624288174495E-005
  1.611094577426524E-005  1.612946253670890E-005
  1.606366077484561E-005  1.608271204027869E-005
  1.599068002088798E-005  1.601019588968127E-005
  1.589937605750681E-005  1.591862141551176E-005
  1.579954161744446E-005  1.581632418016121E-005
  1.570218150433092E-005  1.571244643230165E-005
  1.561745034299934E-005  1.561577321448052E-005
  1.555253248357638E-005  1.553396284456080E-005
  1.551078195619874E-005  1.547324509066451E-005
  1.549273158310261E-005  1.543835297624482E-005
  1.549813712145474E-005  1.543265445021543E-005
  1.552762537888994E-005  1.545829824038128E-005
  1.558308999302185E-005  1.551598569309987E-005
  1.566679386070879E-005  1.560450136633499E-005
  1.577950831231604E-005  1.571996704903750E-005
  1.591812215331642E-005  1.585519262583989E-005
  1.607353139266992E-005  1.599944261117237E-005
  1.623009221182864E-005  1.613960097631466E-005
  1.636776181357288E-005  1.626185296638735E-005
  1.646699663354474E-005  1.635531407373492E-005
  1.651497681806329E-005  1.641001988975323E-005
  1.651063859483758E-005  1.642552531080065E-005
  1.646606295246134E-005  1.641134904595349E-005
  1.640308989657545E-005  1.637854383980307E-005
  1.634599446037487E-005  1.633893476316049E-005
  1.631282049245218E-005  1.630172929594663E-005
  1.630884455287715E-005  1.627138564939549E-005
  1.632516949189998E-005  1.624716699494525E-005
  1.634344200313413E-005  1.622464270432192E-005
  1.634472397902696E-005  1.619836320189068E-005
  1.631822745910012E-005  1.616465532025652E-005
  1.626570497343643E-005  1.612351002085650E-005
  1.619990374808662E-005  1.607891482889167E-005
  1.613859323953794E-005  1.603774478473228E-005
  1.609741645394348E-005  1.600771574755412E-005
  1.608485506688116E-005  1.599528337153348E-005
  1.610098189262385E-005  1.600418933185035E-005
  1.613957393705822E-005  1.603500196948860E-005
  1.619205831483784E-005  1.608562974895420E-005
  1.625142454099957E-005  1.615233372735240E-005
  1.631434319376541E-005  1.623062639526517E-005
  1.638068740758970E-005  1.631578211819721E-005
  1.645109356327048E-005  1.640259037834709E-005
  1.652410866584651E-005  1.648522789307615E-005
  1.659438265032419E-005  1.655675082256142E-005
  1.665261879058645E-005  1.661017267906573E-005
  1.668722763649324E-005  1.663491384998688E-005
  1.668721493240597E-005  1.662721151075448E-005
  1.664569978006725E-005  1.658681190581222E-005
  1.656326742605935E-005  1.651759674160442E-005
  1.644992857209700E-005  1.642796781116713E-005
  1.632414336563787E-005  1.632909614332916E-005
  1.620798788555033E-005  1.623259735227824E-005
  1.611953604624464E-005  1.614767942343528E-005
  1.606594389483546E-005  1.607944387456559E-005
  1.604136237183374E-005  1.602844548784466E-005
  1.603126547500700E-005  1.599171044721148E-005
  1.602055335208529E-005  1.596475073595913E-005
  1.600047608549097E-005  1.594362895483881E-005
  1.597104786500486E-005  1.592638349386968E-005
  1.593918557177101E-005  1.591324415870042E-005
  1.591472561736354E-005  1.590575851303669E-005
  1.590604583769196E-005  1.590521658348895E-005
  1.591627980305708E-005  1.591119033815990E-005
